experiment,target_stand,inventory_th,plot_install_year,thinning_intensity,region_symbol,age,age_class,dbh,Dq,height,Hd,si,tph,sdi,rd,ba,vol,dbhgr,bagr,geometry,species,marker_label,regional_forest_service
c낙엽송림_2013_북부06,c낙엽송림,1,2013,a무간벌,북부06,37,4,23.1,23.5,21.8,25.3,26.3,698,641,0.64,30.3,328.5,1.16,1.43,list(),NA,NA,aNorth
c낙엽송림_2013_북부06,c낙엽송림,1,2013,b약도간벌,북부06,37,4,23.7,24.1,19.6,24,25.3,386,367.5,0.37,17.6,185.3,1.07,1.63,list(),NA,NA,aNorth
c낙엽송림_2013_북부06,c낙엽송림,1,2013,c강도간벌,북부06,37,4,25,25.4,20.7,24.4,25.3,324,331,0.33,16.4,176,0.89,1.16,list(),NA,NA,aNorth
c낙엽송림_2013_북부07,c낙엽송림,1,2013,a무간벌,북부07,20,2,14.5,14.7,14.6,17.1,26.6,1110,533.9,0.53,18.8,182.3,1.58,4.36,list(),NA,NA,aNorth
c낙엽송림_2013_북부07,c낙엽송림,1,2013,b약도간벌,북부07,20,2,14,14.1,12.9,15.7,24.7,804,367.5,0.37,12.6,121.1,1.77,3.4,list(),NA,NA,aNorth
c낙엽송림_2013_북부07,c낙엽송림,1,2013,c강도간벌,북부07,20,2,16.2,16.4,14,16.6,26.1,407,227.6,0.23,8.6,78.1,2.55,2.87,list(),NA,NA,aNorth
c낙엽송림_2013_북부08,c낙엽송림,1,2013,a무간벌,북부08,54,6,36,36.5,28.9,32.5,27.8,309,519.5,0.52,32.3,423,1.04,1.88,list(),NA,NA,aNorth
c낙엽송림_2013_북부08,c낙엽송림,1,2013,b약도간벌,북부08,54,6,27.8,28.2,23.5,28.5,24.8,259,305.9,0.3,16.2,184.2,1.11,1.26,list(),NA,NA,aNorth
c낙엽송림_2013_북부08,c낙엽송림,1,2013,c강도간벌,북부08,54,6,39.7,39.9,28.1,30.9,27,190,359.7,0.36,23.7,308.3,1.18,1.41,list(),NA,NA,aNorth
c낙엽송림_2013_북부09,c낙엽송림,1,2013,a무간벌,북부09,47,5,26,26.6,23.6,26.7,24.7,668,727,0.72,37.1,429.1,0.57,1.81,list(),NA,NA,aNorth
c낙엽송림_2013_북부09,c낙엽송림,1,2013,b약도간벌,북부09,47,5,28.7,28.9,24.2,27.1,25.4,577,706,0.7,38,439.2,1,2.69,list(),NA,NA,aNorth
c낙엽송림_2013_북부09,c낙엽송림,1,2013,c강도간벌,북부09,47,5,30,30.4,25.8,31.8,29.8,295,385.7,0.38,21.4,286.2,1.15,1.7,list(),NA,NA,aNorth
c낙엽송림_2013_북부10,c낙엽송림,1,2013,a무간벌,북부10,24,3,16.8,17,15.9,18.3,24.4,814,478.1,0.48,18.4,173.5,1.7,3.89,list(),NA,NA,aNorth
c낙엽송림_2013_북부10,c낙엽송림,1,2013,b약도간벌,북부10,24,3,18.9,19.4,15.4,18.8,25,610,431.9,0.43,18.1,165.9,1.59,3.04,list(),NA,NA,aNorth
c낙엽송림_2013_북부10,c낙엽송림,1,2013,c강도간벌,북부10,24,3,18,18.3,14.8,18.2,24.4,451,293.1,0.29,11.8,107.7,2.1,2.87,list(),NA,NA,aNorth
c낙엽송림_2013_북부11,c낙엽송림,1,2013,a무간벌,북부11,48,5,21.4,21.7,17.6,21.7,20,965,796.6,0.79,35.8,332.6,0.51,0.52,list(),NA,NA,aNorth
c낙엽송림_2013_북부11,c낙엽송림,1,2013,b약도간벌,북부11,48,5,21.4,21.7,20.2,24.1,22.5,692,569.2,0.57,25.6,278,0.78,1.85,list(),NA,NA,aNorth
c낙엽송림_2013_북부11,c낙엽송림,1,2013,c강도간벌,북부11,48,5,27.1,27.3,22.5,27.2,24.9,358,403.8,0.4,20.9,253.1,1.12,-0.34,list(),NA,NA,aNorth
c낙엽송림_2013_북부12,c낙엽송림,1,2013,a무간벌,북부12,39,4,21.3,22.1,21.7,25.7,25.8,1021,859.3,0.86,39,442.4,0.96,2.36,list(),NA,NA,aNorth
c낙엽송림_2013_북부12,c낙엽송림,1,2013,b약도간벌,북부12,39,4,20.6,20.9,20.7,24.3,24.1,856,669.5,0.67,29.4,320.9,0.74,2.16,list(),NA,NA,aNorth
c낙엽송림_2013_북부12,c낙엽송림,1,2013,c강도간벌,북부12,39,4,23.8,24.1,23.1,26.4,26.3,461,437.6,0.44,21,245.4,1.21,2.23,list(),NA,NA,aNorth
c낙엽송림_2013_북부13,c낙엽송림,1,2013,a무간벌,북부13,40,4,24.5,24.9,23.7,25.3,25.5,778,772.6,0.77,37.8,433.9,1.19,3.91,list(),NA,NA,aNorth
c낙엽송림_2013_북부13,c낙엽송림,1,2013,b약도간벌,북부13,40,4,23.3,23.5,19.8,21.5,22,571,524.5,0.52,24.8,244.1,1.16,2.61,list(),NA,NA,aNorth
c낙엽송림_2013_북부13,c낙엽송림,1,2013,c강도간벌,북부13,40,4,25.5,25.6,22,23.6,23.3,346,358.7,0.36,17.9,189.2,1.38,2,list(),NA,NA,aNorth
c낙엽송림_2013_북부14,c낙엽송림,1,2013,a무간벌,북부14,33,4,19.5,19.9,21.3,24.7,26.7,1077,789.4,0.79,33.6,373.8,0.95,2.26,list(),NA,NA,aNorth
c낙엽송림_2013_북부14,c낙엽송림,1,2013,b약도간벌,북부14,33,4,21.6,22,20.7,24.5,26.4,861,721.5,0.72,32.7,357.4,0.72,2.27,list(),NA,NA,aNorth
c낙엽송림_2013_북부14,c낙엽송림,1,2013,c강도간벌,북부14,33,4,24.9,25.2,22.4,26.1,28.7,393,398.8,0.4,19.7,225.2,1.03,1.67,list(),NA,NA,aNorth
c낙엽송림_2013_북부15,c낙엽송림,1,2013,a무간벌,북부15,19,2,10.4,10.6,11,12.7,20.6,1296,398,0.4,11.4,126.7,1.81,4.24,list(),NA,NA,aNorth
c낙엽송림_2013_북부15,c낙엽송림,1,2013,b약도간벌,북부15,19,2,13.1,13.3,13.3,15.8,25.6,731,306.6,0.31,10.1,103.2,2.04,3.41,list(),NA,NA,aNorth
c낙엽송림_2013_북부15,c낙엽송림,1,2013,c강도간벌,북부15,19,2,14.4,14.6,13.3,16.5,26.9,519,246.9,0.25,8.6,83.2,2.49,3.28,list(),NA,NA,aNorth
a소나무림_2012_동부01,a소나무림,2,2012,a무간벌,동부01,47,5,26.5,29.1,17.5,22.4,20.5,750,880.5,0.85,50,460,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부01,a소나무림,2,2012,b약도간벌,동부01,47,5,42.2,42.7,19.4,21.1,18.5,350,613,0.59,50.1,447.7,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부01,a소나무림,2,2012,c강도간벌,동부01,47,5,43.6,45.2,20.4,23.9,19.9,156,289,0.28,24.9,243.1,NA,NA,list(),NA,NA,bEast
a소나무림_2012_동부02,a소나무림,2,2012,a무간벌,동부02,64,7,34.3,34.7,17.7,19.6,16,300,422.8,0.41,28.4,230,1.14,1.84,list(),NA,NA,bEast
a소나무림_2012_동부02,a소나무림,2,2012,b약도간벌,동부02,64,7,23.4,25.5,13,16.5,14.2,633,645.5,0.62,32.2,218.8,1.4,-0.04,list(),NA,NA,bEast
a소나무림_2012_동부02,a소나무림,2,2012,c강도간벌,동부02,64,7,25.3,28,13.9,17.2,14.8,411,463,0.44,25.3,176.3,0.47,1.73,list(),NA,NA,bEast
a소나무림_2012_동부03,a소나무림,2,2012,a무간벌,동부03,51,6,26.7,27.2,16.4,18.8,16.7,300,327.3,0.31,17.4,136.2,1.56,2.09,list(),NA,NA,bEast
a소나무림_2012_동부03,a소나무림,2,2012,b약도간벌,동부03,51,6,30,30.6,16.1,18.6,16.3,383,472.8,0.45,28.1,214.7,1.65,0.3,list(),NA,NA,bEast
a소나무림_2012_동부03,a소나무림,2,2012,c강도간벌,동부03,51,6,32,32.4,18.7,21.5,18,211,276.8,0.27,17.4,152.7,1.32,-0.59,list(),NA,NA,bEast
a소나무림_2012_동부05,a소나무림,2,2012,a무간벌,동부05,37,4,23.7,24.3,16.5,18.2,18.9,400,387.9,0.37,18.5,141,1.98,3.16,list(),NA,NA,bEast
a소나무림_2012_동부05,a소나무림,2,2012,b약도간벌,동부05,37,4,23.8,24.2,15.1,17.3,17.8,350,338,0.32,16.1,117.8,2.09,2.94,list(),NA,NA,bEast
a소나무림_2012_동부05,a소나무림,2,2012,c강도간벌,동부05,37,4,26.4,26.9,16.3,18.1,18.6,256,275.7,0.26,14.5,116.1,2.32,2.64,list(),NA,NA,bEast
a소나무림_2012_동부06,a소나무림,2,2012,a무간벌,동부06,102,11,36.5,37.1,16.3,18.2,14.5,500,756.7,0.73,54.2,411.9,0.71,2.24,list(),NA,NA,bEast
a소나무림_2012_동부06,a소나무림,2,2012,b약도간벌,동부06,102,11,37.8,38.2,17.3,19.9,15.5,350,545.9,0.52,40.2,320.8,1.38,0.9,list(),NA,NA,bEast
a소나무림_2012_동부06,a소나무림,2,2012,c강도간벌,동부06,102,11,40.7,41.1,17.4,19.7,15.3,256,429.9,0.41,33.9,271.3,1.14,1.88,list(),NA,NA,bEast
a소나무림_2012_동부07,a소나무림,2,2012,a무간벌,동부07,90,9,27.7,28.1,14.7,17.4,13.7,750,846.3,0.81,46.4,329.8,1.54,5.32,list(),NA,NA,bEast
a소나무림_2012_동부07,a소나무림,2,2012,b약도간벌,동부07,90,9,29,29.3,16,18.6,14.5,617,728.8,0.7,41.7,317.1,1.55,4.49,list(),NA,NA,bEast
a소나무림_2012_동부07,a소나무림,2,2012,c강도간벌,동부07,90,9,34.6,35,16.8,19,15.1,278,395.6,0.38,26.8,210.3,1.62,2.56,list(),NA,NA,bEast
a소나무림_2012_동부08,a소나무림,2,2012,a무간벌,동부08,44,5,15.5,16.3,9.8,12.3,11.9,1775,1134.4,1.09,37,214.1,1.6,5.4,list(),NA,NA,bEast
a소나무림_2012_동부08,a소나무림,2,2012,b약도간벌,동부08,44,5,18.3,18.8,10.7,13.2,13,1183,880.2,0.85,33,192.3,1.62,6.22,list(),NA,NA,bEast
a소나무림_2012_동부08,a소나무림,2,2012,c강도간벌,동부08,44,5,20.8,21.6,11.2,14.3,14.1,700,599.8,0.58,25.6,150.5,1.85,4.13,list(),NA,NA,bEast
a소나무림_2014_북부01,a소나무림,2,2014,a무간벌,북부01,41,5,28.5,29,16.1,18.1,18.4,458,534.5,0.51,30.2,228.2,2.36,5.16,list(),NA,NA,aNorth
a소나무림_2014_북부01,a소나무림,2,2014,b약도간벌,북부01,41,5,27.3,27.8,17,18.7,18.4,466,519.8,0.5,28.2,229,3.12,6.85,list(),NA,NA,aNorth
a소나무림_2014_북부01,a소나무림,2,2014,c강도간벌,북부01,41,5,32.2,32.7,17.6,20.2,19.3,276,365.8,0.35,23.2,193,3.13,3.29,list(),NA,NA,aNorth
a소나무림_2014_북부02,a소나무림,2,2014,a무간벌,북부02,43,5,33.6,33.8,18.2,20.7,20.5,423,580.2,0.56,38,318,2.35,5.5,list(),NA,NA,aNorth
a소나무림_2014_북부02,a소나무림,2,2014,b약도간벌,북부02,43,5,36.2,36.6,17.2,21.1,19.8,399,594.5,0.57,41.9,334.6,2.74,6.59,list(),NA,NA,aNorth
a소나무림_2014_북부02,a소나무림,2,2014,c강도간벌,북부02,43,5,34.7,35.1,17.5,21,19.5,281,399.7,0.38,27.1,217.8,2.48,4.02,list(),NA,NA,aNorth
a소나무림_2014_북부03,a소나무림,2,2014,a무간벌,북부03,46,5,18.7,19.4,11.5,14.4,13.5,1386,1061.8,1.02,40.9,249.8,1.46,6.62,list(),NA,NA,aNorth
a소나무림_2014_북부03,a소나무림,2,2014,b약도간벌,북부03,46,5,27.2,27.6,15.7,18.3,16.9,521,578.1,0.56,31.2,234.3,3.36,-0.14,list(),NA,NA,aNorth
a소나무림_2014_북부03,a소나무림,2,2014,c강도간벌,북부03,46,5,18.6,19,11.2,13.6,13.1,723,543.2,0.52,20.5,121.1,2.76,-0.13,list(),NA,NA,aNorth
a소나무림_2014_북부04,a소나무림,2,2014,a무간벌,북부04,61,7,29.6,30.3,21,24.5,20.9,605,738.3,0.71,43.5,429.1,1.3,3.82,list(),NA,NA,aNorth
a소나무림_2014_북부04,a소나무림,2,2014,b약도간벌,북부04,61,7,27.3,27.9,19.8,22.1,17.7,431,484.7,0.47,26.5,245.1,1.54,3.1,list(),NA,NA,aNorth
a소나무림_2014_북부04,a소나무림,2,2014,c강도간벌,북부04,61,7,28.2,29.1,20.8,25.5,19.6,362,425,0.41,24.1,243,1.93,3.33,list(),NA,NA,aNorth
a소나무림_2014_북부05,a소나무림,2,2014,a무간벌,북부05,62,7,26.3,27.3,18.3,21.1,18.6,851,934,0.9,49.9,436,1.92,7.21,list(),NA,NA,aNorth
a소나무림_2014_북부05,a소나무림,2,2014,b약도간벌,북부05,62,7,26.9,27.8,16.8,19.6,16.3,485,541.7,0.52,29.4,242,1.81,4,list(),NA,NA,aNorth
a소나무림_2014_북부05,a소나무림,2,2014,c강도간벌,북부05,62,7,21.6,23.1,14.6,17.4,14.4,579,533.4,0.51,24.3,184.3,1.9,4.07,list(),NA,NA,aNorth
a소나무림_2014_북부06,a소나무림,2,2014,a무간벌,북부06,74,8,47,47.3,19.9,22.7,18,332,646.7,0.62,58.3,521.5,2.84,1.11,list(),NA,NA,aNorth
a소나무림_2014_북부06,a소나무림,2,2014,b약도간벌,북부06,74,8,43.3,44.5,21.3,25.3,18.7,358,655.9,0.63,55.8,566,1.62,0.97,list(),NA,NA,aNorth
a소나무림_2014_북부06,a소나무림,2,2014,c강도간벌,북부06,74,8,45.1,45.8,21.8,25.3,18.9,348,656.6,0.63,57.4,577.2,1.62,4.11,list(),NA,NA,aNorth
a소나무림_2014_북부07,a소나무림,2,2014,a무간벌,북부07,58,6,33.4,34,16.9,19.3,16.2,431,595.1,0.57,39.2,307.7,1.65,3.86,list(),NA,NA,aNorth
a소나무림_2014_북부07,a소나무림,2,2014,b약도간벌,북부07,58,6,34.3,34.6,18.7,20.9,17.2,426,599.3,0.58,40.1,347.2,1.44,3.43,list(),NA,NA,aNorth
a소나무림_2014_북부07,a소나무림,2,2014,c강도간벌,북부07,58,6,31.2,31.6,15.9,17.9,15.3,393,502.6,0.48,30.8,228.9,1.46,2.93,list(),NA,NA,aNorth
a소나무림_2014_북부08,a소나무림,2,2014,a무간벌,북부08,57,6,30.5,31.6,15.4,19.1,16.2,538,686.7,0.66,42.1,304.3,1.23,3.38,list(),NA,NA,aNorth
a소나무림_2014_북부08,a소나무림,2,2014,b약도간벌,북부08,57,6,21.9,22.9,12.3,15.2,12.8,1033,942.1,0.9,42.5,273.4,1.94,7.49,list(),NA,NA,aNorth
a소나무림_2014_북부08,a소나무림,2,2014,c강도간벌,북부08,57,6,30.4,31.9,15.5,18.6,16.3,403,520.1,0.5,32.2,243.3,1.26,2.59,list(),NA,NA,aNorth
a소나무림_2015_남부01,a소나무림,2,2015,a무간벌,남부01,50,5,29.3,30.2,16.3,20.9,18.7,547,667.6,0.64,39.3,309,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부01,a소나무림,2,2015,b약도간벌,남부01,50,5,37.7,38.3,17.3,20.1,17.3,322,502.5,0.48,37.1,299.2,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부01,a소나무림,2,2015,c강도간벌,남부01,50,5,33.9,34.5,19,21.6,17.9,275,385.8,0.37,25.8,233.4,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부02,a소나무림,2,2015,a무간벌,남부02,45,5,22.6,28.1,16.9,21.1,19.3,973,1099.6,1.06,60.4,515.8,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부02,a소나무림,2,2015,b약도간벌,남부02,45,5,34,34.6,16.5,18.1,17.3,291,409.4,0.39,27.4,211,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부02,a소나무림,2,2015,c강도간벌,남부02,45,5,33.5,34.1,20,22,18.8,355,490.4,0.47,32.3,299.8,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부03,a소나무림,2,2015,a무간벌,남부03,56,6,29,29.8,19.7,22.1,19.1,758,911,0.87,52.9,494.9,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부03,a소나무림,2,2015,b약도간벌,남부03,56,6,30.7,31.2,17.8,19.9,16.3,431,543.9,0.52,33,274.7,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부03,a소나무림,2,2015,c강도간벌,남부03,56,6,33.2,33.7,19.7,21.7,17.2,290,396.7,0.38,25.9,237.6,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부04,a소나무림,2,2015,a무간벌,남부04,29,3,19.7,20.1,11.8,12.8,16.4,1270,1010.6,0.97,40.3,244.4,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부04,a소나무림,2,2015,b약도간벌,남부04,29,3,17.1,17.6,10.2,12.4,16.2,596,412.7,0.4,14.5,83.4,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부04,a소나무림,2,2015,c강도간벌,남부04,29,3,19.2,19.6,10.4,12.8,17.5,439,340.7,0.33,13.3,73.6,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부05,a소나무림,2,2015,a무간벌,남부05,30,3,16.7,17.2,10.4,13.2,16.2,1009,682,0.65,23.4,139.5,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부05,a소나무림,2,2015,b약도간벌,남부05,30,3,14.8,15.1,8.3,10.2,13.4,893,527,0.51,16,81,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부05,a소나무림,2,2015,c강도간벌,남부05,30,3,24,24.5,13.6,15.9,20.2,408,399.8,0.38,19.3,130.6,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부06,a소나무림,2,2015,a무간벌,남부06,50,5,18.6,20.9,12.2,17.4,15.7,1848,1529.7,1.47,63.2,454.5,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부06,a소나무림,2,2015,b약도간벌,남부06,50,5,23.1,24.1,14.1,17.1,15.1,984,947.6,0.91,44.9,325.5,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부06,a소나무림,2,2015,c강도간벌,남부06,50,5,29.2,30.3,15.8,18.4,16.1,570,698.3,0.67,41.2,313.8,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부07,a소나무림,2,2015,a무간벌,남부07,38,4,16.8,18.6,14,17.8,18.1,1472,1081.8,1.04,40.1,319.7,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부07,a소나무림,2,2015,b약도간벌,남부07,38,4,25.2,26.4,15.1,17.8,18.4,762,805,0.77,41.6,313.2,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부07,a소나무림,2,2015,c강도간벌,남부07,38,4,27.3,28.1,16.1,18.9,18.7,366,413.5,0.4,22.7,176.9,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부08,a소나무림,2,2015,a무간벌,남부08,50,5,17.4,18.6,14.3,18.9,16.9,1614,1185.1,1.14,43.9,347.7,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부08,a소나무림,2,2015,b약도간벌,남부08,50,5,18.5,19.1,12.6,14.6,13.1,1122,844.5,0.81,32,208.2,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부08,a소나무림,2,2015,c강도간벌,남부08,50,5,23.4,24,15,17.8,14.9,654,627.2,0.6,29.6,220.6,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부09,a소나무림,2,2015,a무간벌,남부09,51,6,23.4,24.6,17.7,21.5,19.1,1142,1125,1.08,54.5,483.8,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부09,a소나무림,2,2015,b약도간벌,남부09,51,6,24.2,24.9,16.7,20.2,16.3,988,982.6,0.94,48,396.4,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부09,a소나무림,2,2015,c강도간벌,남부09,51,6,24.2,24.8,16.5,19.5,16,678,673.4,0.65,32.8,267.8,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부10,a소나무림,2,2015,a무간벌,남부10,57,6,22.3,23.5,16,20.3,15.9,1184,1107.5,1.06,51.2,406.7,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부10,a소나무림,2,2015,b약도간벌,남부10,57,6,18.4,19.3,11.6,16,13.4,1281,977.5,0.94,37.5,242.2,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부10,a소나무림,2,2015,c강도간벌,남부10,57,6,20.8,21.5,14,16.9,13.8,599,512,0.49,21.8,157.1,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부11,a소나무림,2,2015,a무간벌,남부11,49,5,23.9,24.4,16.7,18.9,16.6,968,944.2,0.91,45.3,368.5,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부11,a소나무림,2,2015,b약도간벌,남부11,49,5,28.5,28.9,17.4,19.2,16.5,587,683.1,0.66,38.5,317.2,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부11,a소나무림,2,2015,c강도간벌,남부11,49,5,27.5,28.1,18,20.2,16.8,477,538.6,0.52,29.5,253.1,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부12,a소나무림,2,2015,a무간벌,남부12,44,5,27.3,27.7,20,22,20.9,790,879.1,0.84,47.6,444.1,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부12,a소나무림,2,2015,b약도간벌,남부12,44,5,27,27.2,18.3,20.5,17.7,716,782.9,0.75,41.7,361.1,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부12,a소나무림,2,2015,c강도간벌,남부12,44,5,29,29.4,18.4,20,17.6,350,414.2,0.4,23.7,204.8,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부13,a소나무림,2,2015,a무간벌,남부13,62,7,24.7,25.6,12.3,14.3,11.5,989,1013.8,0.97,50.9,312.9,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부13,a소나무림,2,2015,b약도간벌,남부13,62,7,28.2,28.8,12.9,14.8,13.4,521,605.3,0.58,34.1,212.1,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부13,a소나무림,2,2015,c강도간벌,남부13,62,7,28.3,29,13.6,17.1,14.4,385,449.2,0.43,25.4,171.3,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부14,a소나무림,2,2015,a무간벌,남부14,38,4,23.9,24.3,15.3,18.1,19,516,500.6,0.48,23.9,182,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부14,a소나무림,2,2015,b약도간벌,남부14,38,4,24.9,26,13.6,15.7,17.5,471,491.7,0.47,25.1,160.4,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부14,a소나무림,2,2015,c강도간벌,남부14,38,4,28.7,29.2,14.7,16.8,18,279,328.9,0.32,18.7,131.3,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부15,a소나무림,2,2015,a무간벌,남부15,39,4,20.9,21.5,12,14.5,13.7,1013,863.3,0.83,36.6,228.4,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부15,a소나무림,2,2015,b약도간벌,남부15,39,4,21.6,22.4,11.8,14.4,15.6,652,580.4,0.56,25.6,157.4,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_남부15,a소나무림,2,2015,c강도간벌,남부15,39,4,18.3,19,10.4,13.1,13.9,736,553.3,0.53,21,117.8,NA,NA,list(),NA,NA,cSouth
a소나무림_2015_동부03,a소나무림,2,2015,a무간벌,동부03,48,5,23,23.8,13.9,16.1,14.2,715,681,0.65,32,221.7,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부03,a소나무림,2,2015,b약도간벌,동부03,48,5,27.5,28.1,16.2,19.6,16.7,453,511.8,0.49,28.1,221.8,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부03,a소나무림,2,2015,c강도간벌,동부03,48,5,29.4,29.9,15,18.2,16.3,372,448.4,0.43,26.1,189.5,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부04,a소나무림,2,2015,a무간벌,동부04,59,6,27.8,28.4,15.2,18.2,15,552,629.9,0.61,34.9,257.8,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부04,a소나무림,2,2015,b약도간벌,동부04,59,6,27,28.1,13.5,16,14.3,509,575.1,0.55,31.5,211.9,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부04,a소나무림,2,2015,c강도간벌,동부04,59,6,24.5,25.3,13.3,15.9,14,390,395.2,0.38,19.6,130.6,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부05,a소나무림,2,2015,a무간벌,동부05,52,6,22.9,23.6,12.7,15.3,13.3,1327,1247.4,1.2,57.9,374.6,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부05,a소나무림,2,2015,b약도간벌,동부05,52,6,28.7,29.1,13.9,16.5,15,536,627,0.6,35.5,237.7,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부05,a소나무림,2,2015,c강도간벌,동부05,52,6,29.4,29.7,13.7,16.1,14.9,466,557.8,0.54,32.3,213.4,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부06,a소나무림,2,2015,a무간벌,동부06,38,4,26.9,27.6,14.4,16.7,17.2,528,585.1,0.56,31.5,229.1,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부06,a소나무림,2,2015,b약도간벌,동부06,38,4,27.5,28,12.4,15.1,16.9,435,489.6,0.47,26.8,163.5,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부06,a소나무림,2,2015,c강도간벌,동부06,38,4,25.8,26.1,13.1,15.7,16.7,424,443.3,0.43,22.7,145.1,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부07,a소나무림,2,2015,a무간벌,동부07,18,2,13.4,13.7,7.9,9.3,19.4,1498,798.5,0.77,22.1,115.2,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부07,a소나무림,2,2015,b약도간벌,동부07,18,2,14.7,14.8,8.2,9.1,22,854,492.4,0.47,14.6,73.5,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부07,a소나무림,2,2015,c강도간벌,동부07,18,2,16.2,16.4,8.8,10.1,24.4,625,400.9,0.39,13.1,66.3,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부08,a소나무림,2,2015,a무간벌,동부08,12,2,9.4,9.7,5.4,6.9,25.6,2155,799,0.77,15.9,90.2,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부08,a소나무림,2,2015,b약도간벌,동부08,12,2,8.2,8.5,4.8,5.9,25.4,1675,539.1,0.52,9.4,59.7,NA,NA,list(),NA,NA,bEast
a소나무림_2015_동부08,a소나무림,2,2015,c강도간벌,동부08,12,2,9.2,9.5,4.9,5.9,26.2,1178,426.8,0.41,8.3,46.1,NA,NA,list(),NA,NA,bEast
b잣나무림_2012_북부01,b잣나무림,2,2012,a무간벌,북부01,80,8,38.5,39.3,23.3,26.9,20.5,499,865.2,0.79,60.6,719.4,1.01,-0.05,list(),NA,NA,aNorth
b잣나무림_2012_북부01,b잣나무림,2,2012,b약도간벌,북부01,80,8,40.8,41.1,22.8,24.9,18.1,353,646.1,0.59,46.9,524.5,0.86,-0.38,list(),NA,NA,aNorth
b잣나무림_2012_북부01,b잣나무림,2,2012,c강도간벌,북부01,80,8,46.9,47.2,25.1,27.3,19.2,164,353.7,0.32,28.6,347.8,1.54,1.88,list(),NA,NA,aNorth
b잣나무림_2012_북부02,b잣나무림,2,2012,a무간벌,북부02,79,8,37.8,38.4,22.2,24.8,19.2,375,631.7,0.58,43.5,479,0.68,1.64,list(),NA,NA,aNorth
b잣나무림_2012_북부02,b잣나무림,2,2012,b약도간벌,북부02,79,8,40.9,41.5,23.3,25.9,18.6,210,388.4,0.36,28.4,328.3,0.52,0.76,list(),NA,NA,aNorth
