experiment,target_stand,inventory_th,plot_install_year,thinning_intensity,region_symbol,age,age_class,dbh,Dq,height,Hd,si,tph,sdi,rd,ba,vol,dbhgr,bagr,geometry,species,marker_label,regional_forest_service
b잣나무림_2014_동부07,b잣나무림,3,2014,a무간벌,동부07,79,8,NA,NA,NA,NA,17.7,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부07,b잣나무림,3,2014,b약도간벌,동부07,79,8,NA,NA,NA,NA,17.2,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부07,b잣나무림,3,2014,c강도간벌,동부07,79,8,NA,NA,NA,NA,17.4,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부08,b잣나무림,3,2014,a무간벌,동부08,51,6,NA,NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부08,b잣나무림,3,2014,b약도간벌,동부08,51,6,NA,NA,NA,NA,18.2,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부08,b잣나무림,3,2014,c강도간벌,동부08,51,6,NA,NA,NA,NA,18.4,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부09,b잣나무림,3,2014,a무간벌,동부09,40,4,NA,NA,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부09,b잣나무림,3,2014,b약도간벌,동부09,40,4,NA,NA,NA,NA,18.9,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부09,b잣나무림,3,2014,c강도간벌,동부09,40,4,NA,NA,NA,NA,20.1,NA,NA,NA,NA,NA,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부10,b잣나무림,3,2014,a무간벌,동부10,37,4,23.6,24.2,16,18.2,18.9,720,691,0.63,33,271.7,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부10,b잣나무림,3,2014,b약도간벌,동부10,37,4,26.1,26.3,16.4,19,20.3,544,577.9,0.53,29.5,250.4,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부10,b잣나무림,3,2014,c강도간벌,동부10,37,4,24.2,24.3,16.3,18.2,19.5,318,306.9,0.28,14.7,118.3,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부11,b잣나무림,3,2014,a무간벌,동부11,76,8,44.6,44.8,23.8,25.9,18.8,268,544.4,0.5,42.2,488.3,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부11,b잣나무림,3,2014,b약도간벌,동부11,76,8,48,48.2,22.8,26.6,18.5,218,483.2,0.44,39.8,443.5,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부11,b잣나무림,3,2014,c강도간벌,동부11,76,8,45.4,45.6,22.1,25.1,18.1,212,439.4,0.4,34.6,372.5,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부12,b잣나무림,3,2014,a무간벌,동부12,59,6,46.5,46.8,23,24.8,19.9,203,435.3,0.4,35,391,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부12,b잣나무림,3,2014,b약도간벌,동부12,59,6,44.9,45.3,22.3,24.2,19.2,199,409.4,0.38,32.1,351.5,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부12,b잣나무림,3,2014,c강도간벌,동부12,59,6,46.4,46.7,23,24.4,19.1,195,415.9,0.38,33.4,373.3,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부13,b잣나무림,3,2014,a무간벌,동부13,24,3,18.2,18.6,10.8,12.1,20.3,1059,741.9,0.68,28.9,166,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부13,b잣나무림,3,2014,b약도간벌,동부13,24,3,18.4,18.6,10.4,11.9,22.5,847,592.7,0.54,23.1,126.8,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부13,b잣나무림,3,2014,c강도간벌,동부13,24,3,20.1,20.2,11,12.3,22.6,620,478.9,0.44,19.9,113.3,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부14,b잣나무림,3,2014,a무간벌,동부14,41,5,27.6,28.3,16.3,19.9,19.1,653,757.4,0.7,40.9,343.3,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부14,b잣나무림,3,2014,b약도간벌,동부14,41,5,27.1,27.6,15.2,17.9,18.2,569,640.5,0.59,34,262.2,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부14,b잣나무림,3,2014,c강도간벌,동부14,41,5,29.3,29.7,16.4,17.7,18.1,406,499.8,0.46,28.1,224.8,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부15,b잣나무림,3,2014,a무간벌,동부15,46,5,25.3,25.6,16.8,18.7,17,834,858,0.79,42.9,361.8,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부15,b잣나무림,3,2014,b약도간벌,동부15,46,5,32.8,33.1,18.7,20.5,19,549,772.5,0.71,47.3,433.9,NA,NA,list(),NA,NA,bEast
b잣나무림_2014_동부15,b잣나무림,3,2014,c강도간벌,동부15,46,5,32.2,32.3,19.2,21.6,19.6,298,406.6,0.37,24.4,229.6,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_남부01,c낙엽송림,3,2013,a무간벌,남부01,55,6,27.1,27.8,26.7,30.8,26.3,732,847.7,0.84,44.5,556.6,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부01,c낙엽송림,3,2013,b약도간벌,남부01,55,6,26.3,26.6,24.6,27.9,24.3,573,625.5,0.62,32,378.1,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부01,c낙엽송림,3,2013,c강도간벌,남부01,55,6,24.4,25.1,23.8,27.1,23.4,629,632,0.63,31.1,364.5,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부02,c낙엽송림,3,2013,a무간벌,남부02,42,5,27,27.5,22.4,25.2,24.9,644,735.9,0.73,38.4,417.4,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부02,c낙엽송림,3,2013,b약도간벌,남부02,42,5,29,29.1,23.3,25,24.9,423,521.7,0.52,28.2,306.7,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부02,c낙엽송림,3,2013,c강도간벌,남부02,42,5,29.3,29.6,24.1,26.8,26.5,369,466.6,0.46,25.5,289.1,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부03,c낙엽송림,3,2013,a무간벌,남부03,54,6,20.6,21,17.7,20.5,18,693,546.1,0.54,24,228,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부03,c낙엽송림,3,2013,b약도간벌,남부03,54,6,25.3,26,20.6,24.1,21.1,585,616.3,0.61,31,320.1,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부03,c낙엽송림,3,2013,c강도간벌,남부03,54,6,27,27.3,22.3,25.4,22,420,473.8,0.47,24.6,262.4,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부04,c낙엽송림,3,2013,a무간벌,남부04,28,3,17,17.6,17.2,20,24.3,808,498.8,0.5,19.6,195.1,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부04,c낙엽송림,3,2013,b약도간벌,남부04,28,3,22.1,22.4,21.1,23.8,29.6,712,613.8,0.61,28.2,299.6,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부04,c낙엽송림,3,2013,c강도간벌,남부04,28,3,21.7,22.1,20.8,23.4,28.9,467,394.5,0.39,17.9,190.6,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부05,c낙엽송림,3,2013,a무간벌,남부05,29,3,23.3,23.9,20.2,22.5,27.3,331,311.9,0.31,14.9,152.7,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부05,c낙엽송림,3,2013,b약도간벌,남부05,29,3,18,18.2,16,17.9,21.9,1072,694.2,0.69,27.9,255.5,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부06,c낙엽송림,3,2013,a무간벌,남부06,60,6,32.3,32.6,25.5,26.9,21.8,433,623.4,0.62,36.1,422.7,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부06,c낙엽송림,3,2013,b약도간벌,남부06,60,6,32.9,33.8,25.6,29.1,24.2,472,714.9,0.71,42.4,512.4,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부06,c낙엽송림,3,2013,c강도간벌,남부06,60,6,39.1,40,28.7,32.4,26.3,208,395.3,0.39,26,342.7,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부07,c낙엽송림,3,2013,a무간벌,남부07,44,5,26.8,27.1,23.6,26.4,25,515,576,0.57,29.8,335,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부07,c낙엽송림,3,2013,b약도간벌,남부07,44,5,30.5,30.7,24.3,27.4,25.6,328,435.2,0.43,24.3,275.2,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부07,c낙엽송림,3,2013,c강도간벌,남부07,44,5,33.2,33.4,26.1,29.3,27.2,283,420.8,0.42,24.8,294,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부08,c낙엽송림,3,2013,a무간벌,남부08,42,5,23.9,24.3,25.1,28.5,27.4,736,707.8,0.7,34.1,419,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부08,c낙엽송림,3,2013,b약도간벌,남부08,42,5,22.7,23.5,23.2,27,26.6,800,736.4,0.73,34.8,395.7,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부08,c낙엽송림,3,2013,c강도간벌,남부08,42,5,20.6,21.2,20,24.9,24.2,577,459.4,0.46,20.3,216.9,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부09,c낙엽송림,3,2013,a무간벌,남부09,50,5,27.2,27.8,24.7,28.8,26,971,1123.1,1.12,58.9,710.2,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부09,c낙엽송림,3,2013,b약도간벌,남부09,50,5,23.4,24.2,20.7,25.8,23.3,737,704.4,0.7,33.9,343.5,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부09,c낙엽송림,3,2013,c강도간벌,남부09,50,5,23.1,23.4,23.5,27.5,24.4,539,493.1,0.49,23.2,271.8,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부10,c낙엽송림,3,2013,a무간벌,남부10,58,6,30.9,31.8,25.7,30.1,24.8,604,840.1,0.84,47.9,588.9,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부10,c낙엽송림,3,2013,b약도간벌,남부10,58,6,21.9,23.1,20.3,24.9,21.2,870,781.7,0.78,36.5,376.7,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부10,c낙엽송림,3,2013,c강도간벌,남부10,58,6,37.5,38,26.8,29.2,24.4,226,401.4,0.4,25.6,308.3,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부11,c낙엽송림,3,2013,a무간벌,남부11,45,5,21.1,22.1,21.1,24.6,23,1264,1064.9,1.06,48.3,539.8,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부11,c낙엽송림,3,2013,b약도간벌,남부11,45,5,28.5,29,27,32.6,30.2,583,714.8,0.71,38.5,502.8,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부11,c낙엽송림,3,2013,c강도간벌,남부11,45,5,27.7,28.1,25.5,30.3,28.1,501,586.6,0.58,31,378.1,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부12,c낙엽송림,3,2013,a무간벌,남부12,25,3,17.4,17.6,14.8,17.2,22.7,1332,823.8,0.82,32.5,286.2,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부12,c낙엽송림,3,2013,b약도간벌,남부12,25,3,18.5,18.7,14.9,17.6,21.8,771,519.5,0.52,21.3,183.1,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부12,c낙엽송림,3,2013,c강도간벌,남부12,25,3,19.7,20.2,15.5,18.2,23.2,677,504,0.5,21.6,188.4,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부13,c낙엽송림,3,2013,a무간벌,남부13,57,6,26.3,27.3,23.3,27.1,22.9,727,822.1,0.82,42.7,502.6,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부13,c낙엽송림,3,2013,b약도간벌,남부13,57,6,31.4,31.8,27,30.6,25.6,715,996.2,0.99,56.9,714.4,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부13,c낙엽송림,3,2013,c강도간벌,남부13,57,6,29,29.3,24.5,26.5,22.3,404,501.2,0.5,27.1,310,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부14,c낙엽송림,3,2013,a무간벌,남부14,44,5,24.6,25,21.7,25.7,24.2,608,606.3,0.6,29.7,320.1,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부14,c낙엽송림,3,2013,b약도간벌,남부14,44,5,32.9,33.2,25.8,28.9,27.6,434,640.4,0.64,37.5,444.4,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부14,c낙엽송림,3,2013,c강도간벌,남부14,44,5,26.5,26.7,23.1,25.2,24,272,297.4,0.3,15.2,167.4,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부15,c낙엽송림,3,2013,a무간벌,남부15,27,3,24.8,25,22.4,24.9,30.4,909,910.3,0.91,44.7,486.3,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부15,c낙엽송림,3,2013,b약도간벌,남부15,27,3,23.3,23.4,21.3,22.9,28.3,581,531,0.53,25,263.1,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_남부15,c낙엽송림,3,2013,c강도간벌,남부15,27,3,23.7,24.1,19.9,22.7,28.1,539,512.8,0.51,24.6,246.5,NA,NA,list(),NA,NA,cSouth
c낙엽송림_2013_동부01,c낙엽송림,3,2013,a무간벌,동부01,55,6,33.2,34,28.5,31.5,27,386,587.9,0.59,35,463.6,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부01,c낙엽송림,3,2013,b약도간벌,동부01,55,6,33.5,33.7,30.6,32.4,27.4,282,423.9,0.42,25.1,346.3,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부01,c낙엽송림,3,2013,c강도간벌,동부01,55,6,36.3,36.5,31.9,34.4,29.3,195,327.3,0.33,20.4,292.1,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부02,c낙엽송림,3,2013,a무간벌,동부02,66,7,37,37.3,28.1,31.9,25,462,798.6,0.8,50.3,629.9,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부02,c낙엽송림,3,2013,b약도간벌,동부02,66,7,39.5,39.8,30.3,33.3,26.1,280,531.2,0.53,34.9,476.6,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부02,c낙엽송림,3,2013,c강도간벌,동부02,66,7,31.2,31.8,23.9,27.4,22.1,371,514.9,0.51,29.4,330.4,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부03,c낙엽송림,3,2013,a무간벌,동부03,25,3,21.4,21.8,18.7,22.4,27.2,834,690.8,0.69,31.1,305.2,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부03,c낙엽송림,3,2013,b약도간벌,동부03,25,3,24.9,25,21.5,22.8,28.6,575,575.2,0.57,28.2,292.7,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부03,c낙엽송림,3,2013,c강도간벌,동부03,25,3,24.2,24.5,19.9,22.4,28.9,441,428.9,0.43,20.8,205.2,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부04,c낙엽송림,3,2013,a무간벌,동부04,32,4,14.6,15.1,9.8,12.4,13.7,1571,784.1,0.78,28,211.9,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부04,c낙엽송림,3,2013,b약도간벌,동부04,32,4,18.4,18.8,12.4,14.8,15.6,788,531.2,0.53,21.8,163.5,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부04,c낙엽송림,3,2013,c강도간벌,동부04,32,4,19.9,20,14.2,15.6,19.5,704,519.7,0.52,22.2,176,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부05,c낙엽송림,3,2013,a무간벌,동부05,46,5,24.7,26,23.8,26.4,24.4,618,652.9,0.65,32.9,366.4,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부05,c낙엽송림,3,2013,b약도간벌,동부05,46,5,32.5,32.8,29.2,31.2,29.5,337,489,0.49,28.5,377.8,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부05,c낙엽송림,3,2013,c강도간벌,동부05,46,5,32.2,32.4,27.7,29.1,27.3,332,474,0.47,27.4,344.3,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부06,c낙엽송림,3,2013,a무간벌,동부06,45,5,27,27.5,21.5,24.9,23.7,758,865.5,0.86,45.2,474.1,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부06,c낙엽송림,3,2013,b약도간벌,동부06,45,5,26.9,27.2,21,23.4,22.4,701,788.2,0.78,40.8,414.4,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부06,c낙엽송림,3,2013,c강도간벌,동부06,45,5,28.8,29.2,23.8,26.9,25.1,431,533.2,0.53,28.8,324.4,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부07,c낙엽송림,3,2013,a무간벌,동부07,61,7,37,38,26.6,31.6,26.1,427,759,0.76,48.5,610,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부07,c낙엽송림,3,2013,b약도간벌,동부07,61,7,34.2,35.4,27.8,31.8,25.5,540,870.5,0.87,53.1,671.5,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부07,c낙엽송림,3,2013,c강도간벌,동부07,61,7,36.1,36.4,29.1,32.6,26.3,315,527.4,0.53,32.8,432.5,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부08,c낙엽송림,3,2013,a무간벌,동부08,26,3,17,17.4,18.3,20.7,26.7,1340,814.9,0.81,31.9,331.8,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부08,c낙엽송림,3,2013,b약도간벌,동부08,26,3,20,20.3,19,21.2,27.6,940,707,0.7,30.5,306.1,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부08,c낙엽송림,3,2013,c강도간벌,동부08,26,3,16.8,17,16,18.2,23.4,888,523,0.52,20.2,189.5,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부09,c낙엽송림,3,2013,a무간벌,동부09,43,5,23.9,24.2,23.8,27.6,27.2,743,709.2,0.71,34.1,396.9,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부09,c낙엽송림,3,2013,b약도간벌,동부09,43,5,20.6,21.2,21.2,24.7,23.7,757,604.6,0.6,26.8,298.6,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부09,c낙엽송림,3,2013,c강도간벌,동부09,43,5,24.5,24.7,23.4,26.5,24.9,406,400.6,0.4,19.5,223,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부10,c낙엽송림,3,2013,a무간벌,동부10,39,4,15.9,16.8,13.2,17.5,17.5,1371,795.4,0.79,30.4,261.4,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부10,c낙엽송림,3,2013,b약도간벌,동부10,39,4,19.9,20.3,15.7,19.4,19.2,832,624.1,0.62,26.9,237.8,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부10,c낙엽송림,3,2013,c강도간벌,동부10,39,4,20.6,20.9,15.7,18.4,18.2,570,445.3,0.44,19.5,166.4,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부11,c낙엽송림,3,2013,a무간벌,동부11,65,7,38.1,38.7,26.8,29.1,23.4,282,514.6,0.51,33.2,392.4,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부11,c낙엽송림,3,2013,b약도간벌,동부11,65,7,37.7,37.8,29.6,30.9,24.9,261,460.6,0.46,29.3,387.3,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부11,c낙엽송림,3,2013,c강도간벌,동부11,65,7,45.2,45.3,29.7,31.3,25.4,170,383.7,0.38,27.3,358.4,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부12,c낙엽송림,3,2013,a무간벌,동부12,31,4,25,25.5,20,21.5,24.7,685,704.6,0.7,35,345.3,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부12,c낙엽송림,3,2013,b약도간벌,동부12,31,4,28.8,29,20.7,22.2,24.8,454,555.6,0.55,29.9,291.3,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부12,c낙엽송림,3,2013,c강도간벌,동부12,31,4,29,29.1,21.1,22.8,26.1,326,402.4,0.4,21.7,216,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부13,c낙엽송림,3,2013,a무간벌,동부13,28,3,18.6,19,17.1,19.8,23.5,1125,769.9,0.77,31.8,301.9,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부13,c낙엽송림,3,2013,b약도간벌,동부13,28,3,21.1,21.4,19.1,21.1,25.7,896,723.7,0.72,32.2,318.5,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부13,c낙엽송림,3,2013,c강도간벌,동부13,28,3,23.4,23.5,19.9,21.5,26,467,429.6,0.43,20.3,201.3,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부14,c낙엽송림,3,2013,a무간벌,동부14,63,7,41,41.5,27.5,30.5,25.8,356,713.7,0.71,48.2,591.1,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부14,c낙엽송림,3,2013,b약도간벌,동부14,63,7,40.1,40.9,28.4,31.5,26.1,336,661.4,0.66,44.2,570.1,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부14,c낙엽송림,3,2013,c강도간벌,동부14,63,7,43.1,43.5,27.4,30.2,25.1,208,446,0.44,31,379.2,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부15,c낙엽송림,3,2013,a무간벌,동부15,39,4,33.1,33.3,25.7,28.1,27.8,516,765.7,0.76,45,528.4,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부15,c낙엽송림,3,2013,b약도간벌,동부15,39,4,33.2,33.5,25.6,28.1,27.5,409,611.1,0.61,36,423,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_동부15,c낙엽송림,3,2013,c강도간벌,동부15,39,4,38.8,39,24.1,25.8,26.3,179,328.8,0.33,21.3,233.4,NA,NA,list(),NA,NA,bEast
c낙엽송림_2013_북부01,c낙엽송림,3,2013,a무간벌,북부01,54,6,26.3,26.7,23.4,25.6,21.8,609,665.2,0.66,34,380.4,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부01,c낙엽송림,3,2013,b약도간벌,북부01,54,6,25.4,25.8,21.9,25.2,22.3,592,616.9,0.61,30.9,331.9,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부01,c낙엽송림,3,2013,c강도간벌,북부01,54,6,28.5,28.9,24.8,27.7,23.7,254,310.3,0.31,16.7,194.9,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부02,c낙엽송림,3,2013,a무간벌,북부02,28,3,17.4,17.9,17.2,20.6,24.8,1133,714.1,0.71,28.4,283.1,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부02,c낙엽송림,3,2013,b약도간벌,북부02,28,3,18.9,19.3,19,23.2,28.1,902,634,0.63,26.5,278.2,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부02,c낙엽송림,3,2013,c강도간벌,북부02,28,3,20.5,20.8,18.6,21.9,27,544,423.8,0.42,18.6,185.1,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부03,c낙엽송림,3,2013,a무간벌,북부03,54,6,38.8,39.6,26.6,28.8,25.7,248,467.4,0.47,30.6,375.1,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부03,c낙엽송림,3,2013,b약도간벌,북부03,54,6,31.4,31.7,23.4,25.4,21.8,320,443.8,0.44,25.3,273.6,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부03,c낙엽송림,3,2013,c강도간벌,북부03,54,6,37.5,37.7,29.6,31.6,26.9,197,345.5,0.34,22,290.1,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부04,c낙엽송림,3,2013,a무간벌,북부04,42,5,27.1,27.5,27.4,29.9,28.8,627,713.7,0.71,37.2,477.2,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부04,c낙엽송림,3,2013,b약도간벌,북부04,42,5,25.1,25.4,24,26.3,25.8,528,540.2,0.54,26.8,308.3,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부04,c낙엽송림,3,2013,c강도간벌,북부04,42,5,28.2,28.4,26,28.9,28.3,354,421.1,0.42,22.4,271.3,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부05,c낙엽송림,3,2013,a무간벌,북부05,54,6,27.1,28,23.1,27.8,24.3,490,571,0.57,30.1,335.5,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부05,c낙엽송림,3,2013,b약도간벌,북부05,54,6,32.8,33.2,25.2,27.5,24.2,261,384.9,0.38,22.6,261.9,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부05,c낙엽송림,3,2013,c강도간벌,북부05,54,6,33.8,34.3,25.4,29.1,25.3,282,434.8,0.43,26,308.3,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부06,c낙엽송림,3,2013,a무간벌,북부06,43,5,25,25.4,24,27.4,26.3,666,682,0.68,33.8,391.7,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부06,c낙엽송림,3,2013,b약도간벌,북부06,43,5,25.8,26.3,22.5,26.4,25.3,386,413.8,0.41,21,232.5,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부06,c낙엽송림,3,2013,c강도간벌,북부06,43,5,27.6,27.9,23,26.1,25.3,324,376.6,0.37,19.8,217,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부07,c낙엽송림,3,2013,a무간벌,북부07,26,3,17.7,18,18.8,21.5,26.6,1110,706.1,0.7,28.2,294.6,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부07,c낙엽송림,3,2013,b약도간벌,북부07,26,3,17.6,17.8,17.3,19.9,24.7,804,504.8,0.5,20,196,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부07,c낙엽송림,3,2013,c강도간벌,북부07,26,3,22,22.6,19.3,21.3,26.1,407,355.1,0.35,16.4,157.2,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부08,c낙엽송림,3,2013,a무간벌,북부08,60,6,38.2,38.7,29.9,33.2,27.8,309,562.6,0.56,36.3,488,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부08,c낙엽송림,3,2013,b약도간벌,북부08,60,6,30,30.4,24.3,29.8,24.8,259,338.6,0.34,18.8,217.8,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부08,c낙엽송림,3,2013,c강도간벌,북부08,60,6,42.6,42.7,30.5,32.5,27,190,395.8,0.39,27.2,368.4,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부09,c낙엽송림,3,2013,a무간벌,북부09,53,6,26.6,27.4,24.5,28.4,24.7,708,803.4,0.8,41.8,496.1,NA,NA,list(),NA,NA,aNorth
c낙엽송림_2013_북부09,c낙엽송림,3,2013,b약도간벌,북부09,53,6,30.7,30.9,26.5,29.4,25.4,577,772.6,0.77,43.3,527.9,NA,NA,list(),NA,NA,aNorth
